date,baseline_predicted_reported_min,baseline_predicted_reported_and_unreported_min,baseline_normal_bed_occupancy_min,baseline_icu_bed_occupancy_min,baseline_icu_ventilator_occupancy_min,baseline_normal_bed_requirement_min,baseline_icu_bed_requirement_min,baseline_icu_ventilator_requirement_min,baseline_death_natural_non_exposed_min,baseline_death_natural_exposed_min,baseline_death_treated_hospital_min,baseline_death_treated_icu_min,baseline_death_treated_ventilator_min,baseline_death_untreated_hospital_min,baseline_death_untreated_icu_min,baseline_death_untreated_ventilator_min,baseline_death_cum_mortality_min,baseline_death_deaths_from_covid_min,baseline_death_deaths_with_covid_min,baseline_predicted_reported_med,baseline_predicted_reported_and_unreported_med,baseline_normal_bed_occupancy_med,baseline_icu_bed_occupancy_med,baseline_icu_ventilator_occupancy_med,baseline_normal_bed_requirement_med,baseline_icu_bed_requirement_med,baseline_icu_ventilator_requirement_med,baseline_death_natural_non_exposed_med,baseline_death_natural_exposed_med,baseline_death_treated_hospital_med,baseline_death_treated_icu_med,baseline_death_treated_ventilator_med,baseline_death_untreated_hospital_med,baseline_death_untreated_icu_med,baseline_death_untreated_ventilator_med,baseline_death_cum_mortality_med,baseline_death_deaths_from_covid_med,baseline_death_deaths_with_covid_med,baseline_predicted_reported_max,baseline_predicted_reported_and_unreported_max,baseline_normal_bed_occupancy_max,baseline_icu_bed_occupancy_max,baseline_icu_ventilator_occupancy_max,baseline_normal_bed_requirement_max,baseline_icu_bed_requirement_max,baseline_icu_ventilator_requirement_max,baseline_death_natural_non_exposed_max,baseline_death_natural_exposed_max,baseline_death_treated_hospital_max,baseline_death_treated_icu_max,baseline_death_treated_ventilator_max,baseline_death_untreated_hospital_max,baseline_death_untreated_icu_max,baseline_death_untreated_ventilator_max,baseline_death_cum_mortality_max,baseline_death_deaths_from_covid_max,baseline_death_deaths_with_covid_max,hypothetical_predicted_reported_min,hypothetical_predicted_reported_and_unreported_min,hypothetical_normal_bed_occupancy_min,hypothetical_icu_bed_occupancy_min,hypothetical_icu_ventilator_occupancy_min,hypothetical_normal_bed_requirement_min,hypothetical_icu_bed_requirement_min,hypothetical_icu_ventilator_requirement_min,hypothetical_death_natural_non_exposed_min,hypothetical_death_natural_exposed_min,hypothetical_death_treated_hospital_min,hypothetical_death_treated_icu_min,hypothetical_death_treated_ventilator_min,hypothetical_death_untreated_hospital_min,hypothetical_death_untreated_icu_min,hypothetical_death_untreated_ventilator_min,hypothetical_death_cum_mortality_min,hypothetical_death_deaths_from_covid_min,hypothetical_death_deaths_with_covid_min,hypothetical_predicted_reported_med,hypothetical_predicted_reported_and_unreported_med,hypothetical_normal_bed_occupancy_med,hypothetical_icu_bed_occupancy_med,hypothetical_icu_ventilator_occupancy_med,hypothetical_normal_bed_requirement_med,hypothetical_icu_bed_requirement_med,hypothetical_icu_ventilator_requirement_med,hypothetical_death_natural_non_exposed_med,hypothetical_death_natural_exposed_med,hypothetical_death_treated_hospital_med,hypothetical_death_treated_icu_med,hypothetical_death_treated_ventilator_med,hypothetical_death_untreated_hospital_med,hypothetical_death_untreated_icu_med,hypothetical_death_untreated_ventilator_med,hypothetical_death_cum_mortality_med,hypothetical_death_deaths_from_covid_med,hypothetical_death_deaths_with_covid_med,hypothetical_predicted_reported_max,hypothetical_predicted_reported_and_unreported_max,hypothetical_normal_bed_occupancy_max,hypothetical_icu_bed_occupancy_max,hypothetical_icu_ventilator_occupancy_max,hypothetical_normal_bed_requirement_max,hypothetical_icu_bed_requirement_max,hypothetical_icu_ventilator_requirement_max,hypothetical_death_natural_non_exposed_max,hypothetical_death_natural_exposed_max,hypothetical_death_treated_hospital_max,hypothetical_death_treated_icu_max,hypothetical_death_treated_ventilator_max,hypothetical_death_untreated_hospital_max,hypothetical_death_untreated_icu_max,hypothetical_death_untreated_ventilator_max,hypothetical_death_cum_mortality_max,hypothetical_death_deaths_from_covid_max,hypothetical_death_deaths_with_covid_max,input_cases,input_deaths,seroprevalence,input_cumulative_death,interventions_baseline_si_vector,interventions_baseline_sd_vector,interventions_baseline_scr_vector,interventions_baseline_hw_vector,interventions_baseline_msk_vector,interventions_baseline_wah_vector,interventions_baseline_sc_vector,interventions_baseline_scp_vector,interventions_baseline_tb_vector,interventions_baseline_mt_vector,interventions_baseline_cte_vector,interventions_baseline_q_vector,interventions_hypothetical_si_vector,interventions_hypothetical_sd_vector,interventions_hypothetical_scr_vector,interventions_hypothetical_hw_vector,interventions_hypothetical_msk_vector,interventions_hypothetical_wah_vector,interventions_hypothetical_sc_vector,interventions_hypothetical_scp_vector,interventions_hypothetical_tb_vector,interventions_hypothetical_mt_vector,interventions_hypothetical_cte_vector,interventions_hypothetical_q_vector
7/24/20,39006,260815,24322,5907,7459,27120,6352,8298,1215434,24471,31494,9399,22812,1130,0,0,68323,69777,3074,74776,497050,50901,12109,15442,56490,12999,17158,1260887,50039,67763,20124,48617,2423,1,6,141099,149528,6585,108113,721816,71517,17444,22110,79504,18714,24570,1291106,89622,115898,34992,85138,4191,11,62,239809,258650,11356,39494,264665,25324,6093,7587,28107,6536,8426,1205915,24560,32058,9536,23138,1155,0,0,67722,70941,3123,73703,490294,51290,12488,15777,56953,13389,17534,1253249,56920,76549,22558,54924,2701,2,10,155335,168565,7224,104201,694520,69523,17385,21735,77272,18617,24127,1290992,98305,127260,38002,93411,4529,17,95,255620,283169,12137,73525,1146,NA,145429,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
7/25/20,38026,254101,24251,5955,7541,27040,6399,8391,1222341,24838,31843,9514,22965,1144,0,0,69093,70465,3111,72328,481388,50387,12141,15553,55925,13022,17280,1268280,50803,68493,20360,48934,2451,1,6,142598,150958,6659,105592,704446,70933,17511,22234,78851,18771,24710,1298965,90855,116932,35332,85593,4231,11,62,241371,260688,11465,38640,258786,25217,6141,7661,27989,6582,8509,1212756,24934,32420,9654,23293,1169,0,0,68630,71646,3160,71489,475783,50714,12495,15844,56317,13387,17610,1260572,57752,77285,22802,55250,2729,2,10,156920,170021,7298,101324,673243,69091,17396,21783,76779,18620,24185,1298841,99596,128261,38342,93858,4568,17,95,256691,285161,12241,66776,884,NA,146313,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
7/26/20,37074,247606,24134,5989,7607,26907,6431,8464,1229241,25208,32192,9630,23119,1158,0,0,69849,71158,3147,70130,466020,49803,12146,15619,55290,13019,17352,1275664,51579,69221,20598,49255,2479,1,6,144155,152391,6731,103120,687481,70225,17534,22304,78059,18781,24789,1306821,92097,117963,35675,86052,4271,11,62,242919,262731,11573,37807,253074,25057,6173,7717,27812,6612,8571,1219590,25314,32781,9773,23449,1183,0,0,69547,72356,3196,69492,463858,50038,12473,15867,55562,13353,17636,1267888,58594,78018,23046,55578,2757,2,10,158526,171477,7371,98591,656918,68564,17363,21779,76177,18575,24186,1306686,100896,129262,38684,94308,4607,17,95,257757,287158,12345,54217,440,NA,146753,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
7/27/20,36148,241297,23983,6010,7657,26734,6448,8520,1236134,25583,32541,9747,23276,1172,0,0,70595,71855,3182,67893,450874,49207,12129,15625,54636,12993,17360,1283039,52365,69945,20837,49577,2507,1,6,145717,153824,6803,100688,670841,69391,17517,22328,77131,18749,24815,1314673,93349,118987,36019,86515,4311,12,62,244449,264773,11679,36991,247501,24850,6191,7756,27583,6627,8614,1226414,25698,33142,9894,23607,1197,0,0,70470,73067,3233,67787,452276,49279,12440,15841,54719,13306,17610,1275197,59446,78744,23292,55907,2785,2,10,160070,172927,7442,96182,639846,67893,17288,21727,75416,18486,24137,1314528,102206,130260,39026,94760,4646,17,95,258815,289155,12446,59181,1696,NA,148449,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
7/28/20,35244,233877,23798,6018,7693,26520,6452,8560,1243021,25962,32890,9866,23434,1186,0,0,71217,72554,3217,65882,437804,48469,12082,15606,53820,12934,17340,1290405,53162,70664,21076,49901,2534,1,6,147279,155253,6873,97950,648076,68458,17465,22320,76094,18681,24804,1322523,94611,120003,36364,86979,4350,12,63,245966,266809,11783,36191,242050,24604,6197,7779,27311,6628,8641,1233231,26088,33501,10015,23766,1210,0,0,71359,73780,3269,66112,440448,48453,12376,15785,53801,13228,17547,1282500,60308,79464,23537,56237,2813,2,10,161572,174370,7513,93638,622563,67055,17178,21632,74477,18359,24040,1322366,103525,131252,39368,95212,4684,17,95,259865,291146,12546,63116,1327,NA,149776,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
7/29/20,33993,225267,23585,6014,7716,26270,6441,8584,1249901,26345,33238,9984,23594,1200,0,0,71833,73253,3252,63996,425070,47584,12026,15548,52845,12864,17278,1297762,53968,71374,21316,50226,2562,1,6,148831,156674,6942,94627,625728,67444,17395,22270,74966,18592,24746,1330369,95881,121009,36710,87446,4390,12,63,247465,268836,11885,35406,236707,24325,6191,7789,27002,6617,8651,1240040,26482,33859,10136,23927,1224,0,0,72229,74492,3304,64404,428088,47639,12286,15699,52897,13123,17452,1289797,61179,80175,23782,56565,2841,2,10,163112,175802,7581,91138,605556,66102,17041,21499,73417,18205,23900,1330201,104855,132238,39709,95663,4723,17,96,260931,293128,12644,66782,1396,NA,151172,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
7/30/20,32755,216969,23346,5996,7726,25992,6418,8595,1256775,26731,33583,10104,23755,1213,0,0,72447,73952,3285,62154,412690,46701,11947,15474,51867,12770,17196,1305111,54784,72075,21555,50550,2589,1,6,150541,158085,7009,91393,604018,66384,17312,22184,73791,18491,24648,1338211,97160,122003,37056,87912,4429,12,63,248943,270850,11986,34633,231469,24019,6174,7785,26664,6595,8647,1246841,26880,34213,10258,24088,1238,0,0,73086,75202,3339,62536,414578,46738,12173,15588,51899,12995,17329,1297087,62060,80877,24026,56892,2869,2,10,164695,177222,7649,88649,587722,65037,16878,21330,72235,18024,23721,1338032,106193,133214,40049,96114,4761,17,96,261995,295097,12740,68948,1261,NA,152433,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
7/31/20,31559,208970,23086,5970,7725,25688,6384,8591,1263642,27122,33926,10223,23916,1227,0,0,73057,74649,3319,60417,401901,45781,11840,15374,50843,12646,17087,1312454,55609,72766,21794,50874,2616,1,6,152317,159483,7075,88244,582924,65276,17203,22072,72562,18363,24519,1346051,98447,122984,37402,88379,4467,12,63,250400,272850,12084,33874,226328,23690,6148,7769,26300,6563,8630,1253633,27282,34564,10381,24249,1251,0,0,73941,75909,3373,60589,401562,45803,12043,15446,50861,12849,17172,1304372,62951,81569,24268,57216,2896,2,10,166322,178626,7715,85817,567399,63912,16689,21135,70983,17815,23512,1345861,107541,134179,40386,96562,4798,17,96,263041,297049,12833,69088,1429,NA,153862,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/1/20,30522,203744,22808,5932,7713,25362,6339,8575,1270504,27517,34266,10342,24078,1241,0,0,73665,75343,3351,58849,391334,44790,11708,15255,49750,12498,16957,1319789,56442,73446,22030,51197,2643,1,6,154079,160866,7140,85180,562433,64083,17065,21932,71243,18205,24361,1353888,99743,123950,37746,88845,4505,12,63,251831,274831,12180,33128,221282,23340,6113,7742,25913,6523,8600,1260420,27688,34911,10502,24411,1265,0,0,74794,76611,3407,58742,389644,44810,11900,15296,49763,12689,17003,1311650,63850,82249,24509,57539,2923,2,10,167953,180013,7779,82867,547656,62768,16481,20916,69713,17587,23276,1353685,108897,135133,40721,97007,4836,17,96,264102,298982,12925,56828,1055,NA,154917,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/2/20,29803,198892,22477,5878,7692,24979,6277,8549,1277360,27915,34603,10461,24240,1254,0,0,74268,76032,3383,57273,380607,43782,11565,15115,48636,12338,16802,1327119,57283,74114,22265,51519,2669,1,6,155794,162231,7203,82201,543349,62883,16897,21762,69911,18016,24170,1361722,101045,124902,38089,89308,4543,12,63,253237,276793,12274,32394,216329,22975,6070,7705,25509,6474,8559,1267201,28098,35254,10624,24572,1278,0,0,75644,77308,3440,56966,377356,43787,11751,15141,48633,12522,16828,1318923,64758,82916,24748,57860,2949,2,11,169499,181381,7842,79998,528481,61563,16258,20673,68376,17343,23012,1361507,110262,136072,41052,97449,4872,18,96,265179,300892,13015,50794,420,NA,155337,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/3/20,29098,194139,22114,5809,7659,24564,6199,8509,1284211,28317,34937,10579,24402,1267,0,0,74865,76716,3414,55686,368989,42769,11409,14950,47517,12165,16617,1334443,58132,74768,22498,51838,2695,1,6,157416,163577,7264,79665,529185,61621,16710,21567,68502,17805,23952,1369553,102355,125840,38430,89769,4581,12,63,254616,278733,12366,31673,211467,22596,6021,7659,25090,6418,8508,1273978,28512,35592,10745,24733,1291,0,0,76490,78000,3472,55110,364577,42745,11589,14981,47482,12344,16649,1326192,65672,83570,24984,58179,2975,2,11,170994,182730,7903,77208,510749,60222,16017,20398,66893,17080,22715,1369326,111634,136994,41379,97886,4909,18,97,266363,302774,13103,47484,608,NA,155945,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/4/20,28407,189487,21727,5740,7614,24120,6121,8455,1291058,28722,35266,10696,24563,1280,0,0,75457,77394,3445,53941,357178,41739,11246,14770,46376,11985,16416,1341761,58989,75407,22728,52155,2721,1,6,158997,164902,7324,77594,515268,60325,16501,21347,67051,17572,23709,1377382,103672,126763,38768,90227,4617,12,63,255967,280650,12455,30964,206695,22209,5965,7605,24662,6356,8448,1280751,28929,35926,10865,24893,1305,0,0,77309,78684,3504,53300,351992,41752,11416,14802,46372,12152,16449,1333455,66594,84211,25218,58496,3000,2,11,172483,184060,7963,74725,496334,58877,15780,20101,65394,16818,22393,1377141,113013,137896,41703,98319,4944,18,97,267738,304625,13189,53549,1356,NA,157301,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/5/20,27729,184933,21304,5659,7552,23644,6032,8384,1297902,29131,35590,10811,24724,1293,0,0,76042,78065,3475,52222,345698,40674,11075,14576,45200,11796,16199,1349073,59855,76032,22956,52468,2746,1,6,160561,166203,7383,75557,501600,59068,16274,21106,65636,17319,23442,1385208,104995,127671,39102,90681,4653,12,63,257291,282542,12543,30268,202012,21816,5904,7543,24226,6288,8379,1287519,29350,36254,10985,25053,1317,0,0,77929,79361,3536,51427,341532,40711,11232,14624,45209,11949,16248,1340712,67522,84837,25450,58810,3025,2,11,173937,185367,8021,72615,482190,57517,15534,19796,63889,16549,22061,1384953,114399,138778,42023,98746,4979,18,97,269088,306445,13273,53723,1253,NA,158554,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/6/20,27066,180364,20871,5575,7475,23159,5939,8297,1304741,29544,35910,10926,24885,1306,0,0,76620,78728,3504,50549,334543,39618,10899,14374,44029,11602,15973,1356380,60730,76641,23181,52779,2770,1,6,162112,167481,7439,73555,488182,57808,16029,20848,64215,17050,23155,1393031,106324,128562,39434,91131,4689,12,64,258586,284407,12628,29584,197417,21426,5838,7474,23793,6215,8303,1294282,29775,36578,11103,25211,1330,0,0,78531,80030,3567,49980,331898,39659,11042,14420,44045,11741,16020,1347965,68456,85447,25679,59121,3049,2,11,175498,186651,8078,70547,468346,56065,15267,19493,62284,16258,21728,1392762,115794,139639,42338,99168,5014,18,97,270408,308230,13355,57514,1071,NA,159625,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/7/20,26328,174509,20442,5490,7381,22678,5846,8192,1311577,29959,36225,11039,25044,1318,0,0,77191,79382,3533,48922,323706,38551,10714,14159,42847,11398,15732,1363681,61613,77234,23402,53086,2794,1,6,163619,168734,7495,71589,475016,56570,15788,20586,62822,16783,22863,1400852,107660,129438,39761,91576,4724,12,65,259851,286244,12712,28913,192908,21032,5767,7399,23356,6138,8220,1301042,30203,36896,11220,25369,1343,0,0,79126,80691,3597,48573,322487,38647,10850,14210,42924,11531,15783,1355212,69396,86043,25905,59429,3073,2,11,177072,187910,8133,68523,454803,54561,14981,19172,60621,15946,21376,1400568,117196,140478,42648,99585,5048,18,97,271698,309981,13434,61157,1356,NA,160981,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/8/20,25516,169996,20028,5400,7274,22215,5749,8074,1318408,30378,36536,11150,25201,1330,0,0,77754,80027,3560,47341,313180,37484,10523,13908,41664,11189,15456,1370975,62504,77811,23620,53389,2818,1,6,164984,169960,7549,69659,462104,55309,15510,20316,61404,16480,22559,1408670,109002,130296,40084,92016,4758,12,65,261086,288052,12793,28254,188487,20635,5693,7319,22915,6057,8130,1307798,30635,37208,11336,25525,1355,0,0,79711,81343,3626,47198,312914,37664,10641,13990,41834,11306,15537,1362454,70342,86625,26127,59733,3097,2,11,178619,189147,8187,66383,438741,53041,14709,18850,58949,15649,21022,1408370,118606,141294,42954,99996,5081,18,97,272956,311695,13512,55240,966,NA,161947,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/9/20,24857,165544,19570,5310,7168,21706,5651,7955,1325237,30801,36840,11260,25356,1342,0,0,78309,80662,3588,45800,303258,36485,10323,13658,40552,10971,15180,1378265,63401,78374,23835,53687,2841,1,6,166160,171161,7601,67766,449448,54013,15221,20004,59950,16166,22211,1416486,110350,131137,40401,92451,4791,12,65,262287,289828,12872,27607,183925,20236,5616,7233,22473,5972,8035,1314550,31070,37516,11451,25679,1367,0,0,80287,81986,3655,45779,303264,36688,10427,13770,40746,11073,15290,1369691,71295,87193,26346,60033,3120,2,11,180129,190359,8239,64018,423008,51640,14432,18496,57401,15349,20634,1416170,120024,142091,43255,100401,5114,18,97,274184,313376,13587,48480,539,NA,162486,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/10/20,24166,159112,19061,5217,7057,21144,5549,7830,1332061,31226,37136,11368,25510,1354,0,0,78855,81283,3614,44386,293846,35557,10115,13397,39516,10745,14891,1385549,64305,78923,24046,53979,2863,1,6,167313,172338,7652,65910,437049,52716,14928,19672,58496,15849,21839,1424299,111704,131960,40713,92880,4824,12,65,263432,291571,12949,26875,178065,19838,5535,7144,22031,5885,7936,1321297,31508,37818,11565,25832,1380,0,0,80854,82620,3684,44369,293869,35656,10188,13537,39600,10816,15028,1376924,72253,87745,26559,60330,3142,2,11,181401,191545,8290,61724,407762,50262,14134,18129,55877,15028,20229,1423966,121448,142870,43551,100797,5146,18,97,275402,315022,13660,47173,537,NA,163023,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/11/20,23229,152918,18495,5119,6943,20519,5441,7702,1338883,31655,37423,11474,25661,1365,0,0,79393,81890,3639,43010,284692,34668,9905,13136,38519,10518,14600,1392829,65216,79460,24252,54267,2885,1,6,168445,173490,7702,64091,424907,51362,14630,19322,56988,15526,21448,1432110,113063,132763,41020,93302,4856,13,65,264554,293279,13024,25978,171529,19442,5453,7050,21591,5795,7832,1328040,31950,38114,11677,25984,1391,0,0,81412,83244,3711,42995,284726,34671,9942,13280,38504,10553,14741,1384151,73216,88283,26768,60621,3164,2,11,182591,192703,8340,59500,393175,48918,13830,17766,54385,14701,19829,1431759,122877,143631,43841,101187,5177,18,97,276609,316634,13732,53357,1451,NA,164474,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/12/20,22326,146955,17947,4998,6831,19912,5311,7577,1345701,32086,37702,11577,25810,1376,0,0,79922,82483,3664,41672,275591,33756,9695,12864,37501,10291,14299,1400104,66132,79984,24455,54550,2907,1,6,169568,174618,7750,62309,413021,49908,14320,18963,55383,15192,21048,1439920,114427,133544,41320,93718,4887,13,65,265621,294947,13097,25026,165220,19047,5368,6954,21153,5704,7725,1334779,32395,38405,11787,26133,1403,0,0,81961,83859,3739,41658,275830,33703,9700,13014,37430,10293,14445,1391374,74185,88807,26972,60907,3185,2,11,183735,193834,8388,57759,383531,47582,13523,17424,52900,14370,19447,1439549,124311,144375,44126,101570,5207,18,97,277830,318214,13801,54278,1478,NA,165952,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/13/20,21458,141324,17385,4877,6713,19291,5181,7446,1352516,32521,37972,11678,25958,1387,0,0,80441,83061,3689,40218,265808,32846,9485,12588,36487,10065,13992,1407375,67054,80494,24655,54827,2927,1,6,170661,175719,7797,60565,401392,48492,13997,18595,53817,14845,20637,1447727,115795,134301,41614,94127,4918,13,65,266654,296576,13168,24111,159248,18654,5282,6854,20715,5610,7614,1341514,32843,38690,11896,26281,1414,0,0,82501,84463,3765,40383,267485,32728,9468,12750,36356,10046,14152,1398592,75158,89315,27170,61188,3206,2,11,184777,194937,8434,56341,374058,46322,13213,17074,51479,14035,19056,1447337,125749,145100,44406,101947,5237,18,97,279018,319759,13868,54061,1213,NA,167165,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/14/20,20640,135934,16814,4759,6585,18663,5054,7304,1359328,32958,38233,11777,26102,1398,0,0,80952,83623,3712,38884,257028,31980,9274,12320,35518,9837,13694,1414641,67981,80992,24850,55099,2948,1,6,171720,176797,7842,58858,390018,47082,13665,18223,52261,14489,20222,1455531,117167,135035,41902,94529,4947,13,65,267655,298164,13237,23358,155584,18251,5194,6752,20268,5515,7501,1348245,33295,38969,12003,26427,1426,0,0,83031,85057,3791,39210,259796,31809,9247,12472,35341,9810,13845,1405806,76137,89810,27365,61464,3226,2,11,185618,196014,8480,54948,364756,45054,12898,16725,50050,13694,18665,1455121,127191,145808,44679,102316,5266,18,97,280156,321270,13934,59477,1176,NA,168341,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/15/20,19854,130938,16257,4659,6445,18052,4945,7150,1366137,33398,38485,11874,26243,1408,0,0,81454,84170,3735,37601,248524,31134,9059,12057,34573,9607,13400,1421903,68914,81477,25041,55366,2968,1,6,172896,177851,7887,57189,378899,45726,13339,17851,50765,14141,19808,1463334,118543,135748,42183,94924,4976,13,65,268626,299714,13304,22858,151899,17832,5104,6648,19803,5418,7386,1354973,33750,39243,12109,26571,1437,0,0,83552,85641,3816,38094,252468,30940,9028,12187,34371,9575,13528,1413014,77122,90292,27555,61734,3246,2,11,186434,197066,8524,53580,355627,43709,12575,16376,48552,13346,18274,1462903,128638,146495,44946,102679,5294,18,97,281226,322743,13998,50743,1059,NA,169400,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/16/20,19182,128028,15720,4559,6296,17467,4838,6988,1372944,33841,38729,11968,26381,1418,0,0,81946,84703,3758,36375,240063,30301,8843,11778,33644,9376,13091,1429162,69854,81951,25228,55628,2987,1,6,174148,178880,7929,55557,368034,44533,13039,17474,49436,13820,19388,1471135,119922,136442,42459,95312,5005,13,65,269568,301229,13370,22158,146081,17443,5014,6543,19368,5320,7269,1361697,34209,39511,12213,26712,1447,0,0,84063,86214,3841,36994,245518,30108,8812,11911,33442,9344,13221,1420218,78111,90762,27741,61998,3265,2,11,187236,198093,8566,52237,346670,42403,12254,16002,47097,13002,17859,1470682,130089,147161,45206,103034,5322,18,97,282227,324177,14060,42137,514,NA,169914,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/17/20,18756,125178,15192,4463,6147,16891,4734,6824,1379748,34287,38964,12061,26516,1428,0,0,82429,85220,3779,35113,231710,29485,8626,11486,32731,9143,12770,1436417,70799,82412,25411,55883,3006,1,6,175361,179885,7971,53962,357420,43381,12741,17085,48148,13501,18957,1478934,121306,137119,42729,95692,5032,13,65,270475,302710,13433,21310,140765,17035,4923,6435,18913,5222,7149,1368418,34671,39774,12315,26852,1458,0,0,84565,86777,3865,35931,237696,29277,8597,11633,32518,9113,12911,1427417,79106,91219,27922,62256,3284,2,11,188058,199094,8608,50828,336898,41066,11945,15615,45618,12670,17432,1478459,131544,147807,45459,103380,5349,18,97,283369,325571,14120,37523,535,NA,170449,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/18/20,18338,122386,14741,4369,6006,16394,4632,6668,1386549,34735,39194,12152,26647,1437,0,0,82902,85725,3801,33891,223813,28676,8402,11204,31830,8905,12457,1443668,71750,82862,25590,56132,3024,1,6,176484,180865,8012,52404,347056,42264,12411,16702,46898,13149,18530,1486730,122693,137780,42993,96065,5059,13,65,271348,304155,13495,20607,137101,16633,4826,6325,18465,5118,7028,1375135,35137,40031,12416,26989,1468,0,0,85056,87329,3888,34786,230105,28469,8390,11358,31612,8890,12607,1434611,80106,91664,28100,62510,3302,2,11,188866,200072,8648,49298,326716,39739,11641,15234,44155,12344,17010,1486233,133003,148431,45706,103718,5374,18,97,284476,326925,14178,43233,1349,NA,171798,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/19/20,17930,119652,14289,4268,5869,15896,4524,6514,1393348,35186,39417,12242,26775,1447,0,0,83366,86218,3821,32815,217559,27861,8175,10939,30919,8662,12162,1450914,72705,83299,25764,56377,3042,1,6,177519,181820,8051,50883,336940,41162,12092,16309,45670,12810,18095,1494525,124083,138423,43249,96429,5085,13,65,272206,305566,13555,20071,133526,16258,4726,6212,18046,5011,6902,1381849,35605,40282,12514,27125,1479,0,0,85538,87870,3911,33675,222993,27703,8170,11091,30749,8655,12309,1441802,81110,92098,28273,62758,3320,2,11,189654,201026,8687,47806,316795,38522,11333,14851,42806,12016,16586,1494005,134467,149037,45947,104048,5400,18,97,285548,328242,14234,43013,1295,NA,173093,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
8/20/20,17529,116976,13871,4168,5740,15433,4417,6368,1400145,35639,39635,12329,26900,1456,0,0,83821,86700,3841,31898,211462,27052,7952,10671,30016,8424,11865,1458157,73665,83725,25933,56615,3060,1,6,178528,182751,8089,49318,326770,40076,11781,15918,44461,12479,17661,1502317,125478,139051,43499,96786,5111,13,65,273053,306942,13614,19548,130037,15882,4626,6092,17624,4904,6770,1388561,36077,40528,12611,27258,1489,0,0,86012,88401,3933,32631,216426,26918,7960,10809,29868,8430,11999,1448988,82120,92519,28442,63000,3338,2,11,190424,201956,8725,46351,307060,37373,11041,14513,41526,11703,16204,1501774,135935,149626,46181,104370,5424,18,97,286584,329524,14288,46029,1043,NA,174136,100,95,0,50,100,90,90,0,100,0,75,0,100,95,0,50,100,90,90,0,100,0,75,0
