date,baseline_predicted_reported_min,baseline_predicted_reported_and_unreported_min,baseline_normal_bed_occupancy_min,baseline_icu_bed_occupancy_min,baseline_icu_ventilator_occupancy_min,baseline_normal_bed_requirement_min,baseline_icu_bed_requirement_min,baseline_icu_ventilator_requirement_min,baseline_death_natural_non_exposed_min,baseline_death_natural_exposed_min,baseline_death_treated_hospital_min,baseline_death_treated_icu_min,baseline_death_treated_ventilator_min,baseline_death_untreated_hospital_min,baseline_death_untreated_icu_min,baseline_death_untreated_ventilator_min,baseline_death_cum_mortality_min,baseline_death_deaths_from_covid_min,baseline_death_deaths_with_covid_min,baseline_predicted_reported_med,baseline_predicted_reported_and_unreported_med,baseline_normal_bed_occupancy_med,baseline_icu_bed_occupancy_med,baseline_icu_ventilator_occupancy_med,baseline_normal_bed_requirement_med,baseline_icu_bed_requirement_med,baseline_icu_ventilator_requirement_med,baseline_death_natural_non_exposed_med,baseline_death_natural_exposed_med,baseline_death_treated_hospital_med,baseline_death_treated_icu_med,baseline_death_treated_ventilator_med,baseline_death_untreated_hospital_med,baseline_death_untreated_icu_med,baseline_death_untreated_ventilator_med,baseline_death_cum_mortality_med,baseline_death_deaths_from_covid_med,baseline_death_deaths_with_covid_med,baseline_predicted_reported_max,baseline_predicted_reported_and_unreported_max,baseline_normal_bed_occupancy_max,baseline_icu_bed_occupancy_max,baseline_icu_ventilator_occupancy_max,baseline_normal_bed_requirement_max,baseline_icu_bed_requirement_max,baseline_icu_ventilator_requirement_max,baseline_death_natural_non_exposed_max,baseline_death_natural_exposed_max,baseline_death_treated_hospital_max,baseline_death_treated_icu_max,baseline_death_treated_ventilator_max,baseline_death_untreated_hospital_max,baseline_death_untreated_icu_max,baseline_death_untreated_ventilator_max,baseline_death_cum_mortality_max,baseline_death_deaths_from_covid_max,baseline_death_deaths_with_covid_max,hypothetical_predicted_reported_min,hypothetical_predicted_reported_and_unreported_min,hypothetical_normal_bed_occupancy_min,hypothetical_icu_bed_occupancy_min,hypothetical_icu_ventilator_occupancy_min,hypothetical_normal_bed_requirement_min,hypothetical_icu_bed_requirement_min,hypothetical_icu_ventilator_requirement_min,hypothetical_death_natural_non_exposed_min,hypothetical_death_natural_exposed_min,hypothetical_death_treated_hospital_min,hypothetical_death_treated_icu_min,hypothetical_death_treated_ventilator_min,hypothetical_death_untreated_hospital_min,hypothetical_death_untreated_icu_min,hypothetical_death_untreated_ventilator_min,hypothetical_death_cum_mortality_min,hypothetical_death_deaths_from_covid_min,hypothetical_death_deaths_with_covid_min,hypothetical_predicted_reported_med,hypothetical_predicted_reported_and_unreported_med,hypothetical_normal_bed_occupancy_med,hypothetical_icu_bed_occupancy_med,hypothetical_icu_ventilator_occupancy_med,hypothetical_normal_bed_requirement_med,hypothetical_icu_bed_requirement_med,hypothetical_icu_ventilator_requirement_med,hypothetical_death_natural_non_exposed_med,hypothetical_death_natural_exposed_med,hypothetical_death_treated_hospital_med,hypothetical_death_treated_icu_med,hypothetical_death_treated_ventilator_med,hypothetical_death_untreated_hospital_med,hypothetical_death_untreated_icu_med,hypothetical_death_untreated_ventilator_med,hypothetical_death_cum_mortality_med,hypothetical_death_deaths_from_covid_med,hypothetical_death_deaths_with_covid_med,hypothetical_predicted_reported_max,hypothetical_predicted_reported_and_unreported_max,hypothetical_normal_bed_occupancy_max,hypothetical_icu_bed_occupancy_max,hypothetical_icu_ventilator_occupancy_max,hypothetical_normal_bed_requirement_max,hypothetical_icu_bed_requirement_max,hypothetical_icu_ventilator_requirement_max,hypothetical_death_natural_non_exposed_max,hypothetical_death_natural_exposed_max,hypothetical_death_treated_hospital_max,hypothetical_death_treated_icu_max,hypothetical_death_treated_ventilator_max,hypothetical_death_untreated_hospital_max,hypothetical_death_untreated_icu_max,hypothetical_death_untreated_ventilator_max,hypothetical_death_cum_mortality_max,hypothetical_death_deaths_from_covid_max,hypothetical_death_deaths_with_covid_max,input_cases,input_deaths,seroprevalence,input_cumulative_death,interventions_baseline_si_vector,interventions_baseline_sd_vector,interventions_baseline_scr_vector,interventions_baseline_hw_vector,interventions_baseline_msk_vector,interventions_baseline_wah_vector,interventions_baseline_sc_vector,interventions_baseline_scp_vector,interventions_baseline_tb_vector,interventions_baseline_mt_vector,interventions_baseline_cte_vector,interventions_baseline_q_vector,interventions_hypothetical_si_vector,interventions_hypothetical_sd_vector,interventions_hypothetical_scr_vector,interventions_hypothetical_hw_vector,interventions_hypothetical_msk_vector,interventions_hypothetical_wah_vector,interventions_hypothetical_sc_vector,interventions_hypothetical_scp_vector,interventions_hypothetical_tb_vector,interventions_hypothetical_mt_vector,interventions_hypothetical_cte_vector,interventions_hypothetical_q_vector
4/21/21,6397,41232,5536,1601,2301,6155,1699,2555,2836722,448768,154581,55764,87187,6181,16,38,489247,331224,15558,14642,94266,12885,3653,4928,14302,3878,5486,2961361,568564,274900,95813,152816,10705,57,138,549625,581709,27544,26574,171297,22276,6836,9075,24799,7238,10077,3089664,684456,428121,149391,240520,16692,239,604,630751,908968,43510,7749,75750,7882,1969,3179,8773,2099,3527,2877960,282483,113395,37954,66758,4430,1,3,394405,242213,11369,22519,221590,23270,5743,8973,25878,6123,9968,3001644,404050,231435,76199,134798,8831,10,33,464645,490303,22942,44812,441544,51906,12584,19680,57541,13404,21861,3139637,516594,375883,124137,221101,14458,77,253,538028,799472,38060,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/21,6275,40483,5436,1571,2253,6044,1668,2502,2841366,451759,154673,55800,87242,6185,16,38,489442,331429,15566,14350,92596,12642,3580,4844,14034,3802,5392,2966373,571815,275113,95896,152934,10714,57,138,550019,582170,27563,26047,167498,21894,6723,8933,24368,7117,9914,3094961,688040,428490,149547,240735,16707,239,604,631563,909794,43544,7706,75319,7849,1960,3159,8736,2089,3505,2883077,284016,113521,37996,66831,4435,1,3,394638,242482,11381,22334,219726,23197,5728,8953,25796,6107,9947,3007125,405848,231804,76324,135003,8846,10,33,465358,491084,22979,44201,435403,51216,12471,19528,56793,13283,21693,3145440,518687,376706,124409,221550,14490,77,253,539616,801194,38137,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/21,6154,39706,5341,1543,2207,5938,1638,2450,2846007,454752,154763,55836,87296,6188,16,38,489633,331630,15574,14093,90772,12403,3513,4762,13772,3731,5300,2971384,575068,275322,95976,153049,10722,57,138,550437,582623,27581,25468,163722,21514,6584,8798,23940,6970,9759,3100258,691627,428852,149699,240947,16723,239,604,632358,910606,43578,7662,74885,7816,1951,3139,8699,2080,3483,2888185,285551,113646,38039,66903,4440,1,3,394869,242750,11394,22145,217828,23115,5715,8928,25706,6093,9918,3012602,407651,232172,76448,135208,8861,10,33,466069,491863,23015,43577,429144,50501,12347,19362,56011,13148,21509,3151242,520789,377519,124678,221995,14523,77,253,541193,802897,38213,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/21,6036,38941,5247,1516,2161,5834,1610,2400,2850644,457746,154852,55871,87349,6192,16,38,489820,331828,15582,13798,88830,12185,3453,4680,13532,3668,5209,2976393,578322,275527,96056,153162,10731,57,138,550854,583068,27599,24889,159966,21136,6444,8659,23520,6824,9601,3105554,695219,429208,149848,241155,16738,239,604,633134,911403,43611,7619,74450,7782,1942,3121,8661,2070,3463,2893285,287087,113771,38081,66975,4445,1,3,395099,243017,11406,21953,215898,23029,5700,8900,25610,6076,9886,3018076,409458,232539,76572,135412,8875,10,33,466778,492639,23051,42942,422776,49764,12210,19174,55202,13001,21301,3157043,522900,378320,124945,222437,14554,77,253,542756,804581,38288,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/21,5920,38191,5155,1490,2117,5730,1581,2351,2855279,460741,154939,55906,87401,6196,16,38,490005,332021,15589,13491,86788,11968,3398,4601,13293,3609,5122,2981400,581580,275728,96134,153274,10739,57,138,551276,583506,27616,24317,156269,20761,6305,8520,23108,6679,9444,3110849,698814,429558,149995,241361,16752,239,604,633894,912188,43644,7575,74012,7748,1933,3105,8623,2061,3445,2898378,288625,113895,38123,67046,4451,1,3,395326,243283,11418,21757,213936,22939,5683,8868,25507,6057,9849,3023546,411269,232906,76695,135616,8890,10,33,467489,493414,23087,42296,416311,49012,12102,18977,54375,12882,21083,3162843,525019,379110,125210,222874,14586,77,253,544305,806245,38361,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/21,5806,37454,5064,1462,2075,5628,1552,2303,2859911,463737,155025,55940,87451,6199,16,38,490186,332212,15597,13218,85110,11749,3342,4528,13049,3549,5040,2986405,584839,275926,96211,153384,10747,57,138,551708,583936,27634,23754,152631,20386,6169,8382,22696,6537,9288,3116145,702413,429902,150138,241564,16767,239,604,634594,912958,43676,7531,73572,7714,1924,3090,8584,2051,3428,2903463,290165,114018,38165,67118,4456,1,3,395552,243547,11430,21558,211945,22852,5661,8835,25406,6033,9811,3029012,413083,233271,76819,135819,8905,10,33,468204,494186,23123,41642,409760,48252,11995,18768,53536,12764,20855,3168642,527148,379888,125472,223307,14617,77,253,545838,807889,38434,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/21,5694,36730,4974,1434,2034,5528,1522,2257,2864541,466735,155109,55973,87501,6203,16,38,490365,332398,15604,12962,83458,11542,3280,4450,12818,3483,4953,2991409,588101,276120,96287,153492,10755,57,138,552137,584359,27651,23200,149054,20014,6034,8245,22286,6395,9133,3121440,706014,430240,150278,241764,16781,239,604,635117,913715,43707,7486,73129,7679,1914,3075,8544,2041,3411,2908540,291707,114141,38206,67189,4461,1,3,395776,243810,11442,21356,209926,22759,5636,8799,25299,6006,9771,3034475,414902,233635,76942,136022,8920,10,33,468925,494956,23158,40979,403132,47522,11879,18546,52729,12637,20613,3174440,529284,380655,125733,223734,14648,77,253,547356,809513,38506,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/21,5584,36020,4887,1404,1994,5430,1490,2214,2869168,469734,155192,56005,87550,6206,16,38,490543,332581,15611,12710,81984,11340,3214,4368,12594,3414,4863,2996411,591365,276311,96361,153598,10763,57,138,552559,584774,27667,22655,145560,19648,5900,8109,21880,6256,8979,3126734,709621,430572,150415,241961,16795,239,604,635625,914458,43738,7442,72686,7644,1905,3060,8505,2030,3394,2913610,293251,114263,38248,67259,4466,1,3,396000,244072,11453,21152,207882,22662,5610,8748,25187,5978,9715,3039934,416724,233997,77064,136223,8934,10,33,469648,495722,23193,40310,396439,46819,11754,18333,51948,12501,20378,3180236,531429,381410,125991,224157,14678,77,253,548857,811116,38577,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/21,5476,35322,4801,1375,1959,5334,1460,2173,2873792,472734,155273,56037,87597,6210,16,38,490719,332761,15618,12484,80514,11137,3151,4287,12368,3347,4773,3001412,594632,276499,96433,153702,10771,57,138,552972,585181,27684,22125,142162,19283,5771,7967,21476,6120,8819,3132028,713231,430898,150549,242155,16809,239,604,636120,915188,43768,7397,72240,7609,1894,3046,8464,2019,3378,2918673,294796,114385,38289,67330,4471,1,3,396231,244333,11465,20911,205477,22551,5583,8692,25060,5948,9656,3045390,418550,234358,77186,136424,8949,10,33,470367,496485,23228,39634,389692,46121,11624,18154,51173,12359,20177,3186032,533582,382154,126246,224577,14708,77,253,550338,812699,38647,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/21,5370,34638,4716,1346,1924,5239,1429,2135,2878414,475735,155353,56068,87644,6213,16,38,490891,332937,15625,12260,79065,10930,3096,4207,12137,3288,4684,3006411,597901,276683,96505,153804,10779,57,138,553378,585582,27700,21607,138820,18918,5646,7826,21072,5989,8662,3137322,716846,431217,150680,242346,16822,239,604,636596,915905,43798,7352,71792,7573,1884,3031,8424,2008,3361,2923729,296343,114507,38330,67400,4476,1,3,396462,244592,11477,20629,202671,22433,5553,8638,24924,5916,9598,3050843,420379,234717,77308,136622,8963,10,33,471082,497243,23263,38954,382899,45456,11489,17979,50437,12214,19976,3191826,535741,382887,126499,224992,14737,77,253,551803,814263,38716,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/21,5266,33966,4634,1318,1891,5147,1400,2097,2883034,478737,155431,56099,87690,6216,16,38,491061,333111,15632,12039,77636,10709,3042,4124,11891,3230,4593,3011408,601173,276864,96575,153905,10786,57,138,553777,585974,27715,21098,135538,18552,5527,7683,20667,5864,8503,3142615,720464,431531,150808,242534,16835,239,604,637047,916608,43827,7307,71343,7537,1874,3016,8383,1997,3345,2928778,297892,114627,38371,67469,4480,1,3,396692,244851,11489,20347,199862,22327,5520,8584,24800,5880,9538,3056292,422213,235075,77429,136820,8978,10,33,471792,497998,23297,38268,376125,44794,11350,17798,49709,12065,19769,3197619,537907,383611,126748,225403,14767,77,253,553248,815808,38784,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/2/21,5164,33306,4553,1291,1858,5056,1371,2060,2887651,481740,155509,56129,87735,6219,16,38,491227,333281,15638,11821,76228,10494,2988,4049,11651,3172,4510,3016404,604447,277041,96643,154003,10793,57,138,554171,586359,27731,20599,132316,18181,5410,7513,20257,5741,8319,3147908,724085,431838,150934,242718,16848,239,604,637484,917297,43856,7262,70892,7500,1863,3002,8342,1986,3329,2933820,299443,114748,38412,67538,4485,1,3,396935,245108,11500,20125,197469,22217,5477,8533,24672,5835,9483,3061737,424051,235431,77548,137017,8992,10,33,472499,498748,23331,37593,369382,44121,11207,17605,48969,11912,19547,3203412,540081,384324,126995,225811,14795,77,253,554673,817334,38851,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/3/21,5063,32658,4473,1264,1825,4967,1343,2024,2892266,484745,155584,56158,87780,6223,16,38,491391,333448,15645,11606,74839,10298,2936,3977,11430,3117,4429,3021398,607723,277215,96711,154100,10801,57,138,554562,586737,27746,20108,129151,17798,5295,7345,19836,5620,8138,3153200,727710,432140,151056,242898,16861,239,604,638130,917971,43884,7217,70439,7464,1853,2987,8300,1975,3312,2938856,300995,114867,38452,67607,4490,1,3,397178,245364,11511,19926,195480,22101,5435,8492,24536,5790,9437,3067180,425892,235786,77667,137212,9006,10,33,473202,499495,23365,36914,362619,43454,11060,17405,48234,11756,19319,3209203,542263,385027,127239,226214,14824,77,253,556078,818841,38917,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/4/21,4965,32023,4395,1238,1791,4879,1315,1986,2896879,487750,155659,56186,87824,6226,16,38,491549,333612,15651,11394,73470,10110,2885,3906,11220,3062,4351,3026391,611001,277385,96778,154195,10808,57,138,554952,587109,27760,19627,126045,17413,5183,7183,19411,5501,7963,3158492,731339,432434,151176,243074,16874,239,604,638870,918631,43912,7171,69986,7427,1842,2972,8259,1963,3296,2943885,302549,114986,38493,67676,4495,1,3,397420,245618,11523,19725,193472,21978,5392,8452,24393,5744,9391,3072619,427737,236138,77785,137407,9020,10,33,473901,500238,23398,36233,355841,42799,10917,17205,47508,11602,19091,3214993,544453,385719,127479,226613,14852,77,253,557396,820327,38982,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/21,4868,31398,4318,1212,1758,4792,1288,1949,2901490,490757,155732,56214,87866,6229,16,38,491705,333772,15657,11186,72122,9932,2834,3840,11020,3007,4276,3031382,614282,277553,96843,154288,10814,57,138,555332,587474,27775,19154,122999,17025,5074,7029,18980,5385,7796,3163784,734970,432722,151293,243246,16886,239,604,639594,919277,43939,7125,69530,7390,1829,2958,8217,1950,3279,2948909,304104,115105,38533,67745,4500,1,3,397660,245871,11534,19522,191448,21855,5348,8410,24247,5697,9343,3078054,429587,236490,77902,137601,9034,10,33,474596,500976,23432,35552,349060,42141,10774,16986,46781,11449,18843,3220783,546653,386400,127717,227008,14879,77,253,558643,821792,39046,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/21,4773,30786,4242,1187,1726,4707,1261,1913,2906099,493764,155804,56242,87908,6232,16,38,491858,333930,15663,10980,70794,9761,2784,3773,10830,2954,4200,3036372,617564,277718,96908,154380,10821,57,138,555706,587833,27789,18704,120364,16683,4965,6879,18595,5270,7633,3169076,738604,433005,151408,243414,16898,239,604,640300,919910,43965,7079,69074,7352,1816,2943,8174,1936,3263,2953926,305662,115223,38572,67813,4505,1,3,397898,246123,11545,19317,189410,21711,5305,8365,24078,5650,9291,3083487,431440,236839,78018,137794,9048,10,33,475287,501710,23464,34871,342281,41490,10630,16748,46058,11295,18579,3226572,548860,387071,127951,227397,14906,77,253,559876,823236,39109,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/21,4680,30185,4168,1164,1693,4624,1237,1877,2910707,496773,155875,56269,87950,6234,16,38,492009,334085,15669,10778,69486,9595,2731,3708,10643,2898,4128,3041360,620849,277880,96971,154470,10828,57,138,556075,588186,27803,18312,117831,16383,4866,6730,18251,5164,7471,3174367,742242,433282,151520,243578,16910,239,604,640984,920530,43991,7033,68617,7314,1803,2928,8131,1922,3246,2958938,307220,115340,38612,67880,4510,1,3,398134,246374,11557,19087,187314,21538,5262,8315,23880,5604,9234,3088916,433297,237185,78133,137986,9062,10,33,475973,502438,23497,34190,335514,40844,10487,16508,45340,11141,18314,3232359,551076,387731,128182,227781,14933,77,253,561093,824659,39171,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/21,4589,29596,4094,1142,1660,4542,1213,1840,2915313,499783,155944,56295,87990,6237,16,38,492156,334237,15675,10578,68197,9433,2674,3643,10461,2838,4055,3046346,624136,278039,97033,154559,10834,57,138,556434,588532,27817,17926,115337,16089,4776,6584,17913,5066,7312,3179658,745882,433555,151631,243739,16921,239,604,641653,921138,44016,6987,68159,7276,1790,2913,8088,1908,3229,2963944,308781,115457,38651,67948,4514,1,3,398368,246623,11568,18816,184619,21354,5221,8262,23672,5558,9175,3094342,435158,237528,78247,138177,9075,10,34,476656,503161,23529,33511,328729,40188,10343,16326,44612,10988,18109,3238146,553299,388381,128410,228161,14959,77,253,562290,826061,39232,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/21,4499,29017,4022,1121,1628,4461,1190,1805,2919919,502794,156012,56321,88030,6240,16,38,492301,334387,15681,10382,66560,9271,2622,3573,10278,2782,3977,3051332,627425,278196,97094,154646,10841,57,138,556788,588872,27830,17546,112881,15789,4686,6440,17571,4970,7155,3184949,749525,433823,151739,243896,16933,239,604,642306,921735,44041,6941,67700,7238,1776,2898,8045,1893,3212,2968945,310343,115573,38690,68015,4519,1,3,398600,246871,11579,18545,181928,21164,5187,8205,23457,5522,9111,3099765,437022,237868,78360,138367,9089,10,34,477332,503878,23561,32886,323196,39488,10198,16118,43839,10832,17876,3243933,555529,389019,128635,228536,14985,77,253,563470,827443,39292,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/21,4411,28449,3951,1100,1597,4381,1169,1771,2924522,505805,156079,56346,88069,6243,16,38,492444,334533,15687,10113,64818,9097,2569,3502,10086,2727,3897,3056315,630716,278350,97153,154731,10847,57,138,557134,589206,27843,17172,110466,15493,4598,6299,17233,4875,7001,3190240,753172,434086,151845,244049,16944,239,604,642944,922319,44065,6895,67241,7200,1762,2884,8002,1879,3196,2973940,311907,115688,38728,68081,4524,1,3,398830,247117,11589,18275,179244,20962,5154,8140,23232,5485,9039,3105184,438891,238205,78472,138556,9102,10,34,478004,504590,23592,32378,318133,38770,10051,15894,43047,10674,17627,3249718,557766,389646,128856,228907,15011,77,253,564631,828804,39351,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/21,4325,27892,3879,1081,1568,4301,1148,1738,2929125,508818,156145,56371,88107,6245,16,38,492584,334678,15692,9848,63121,8908,2515,3430,9878,2669,3817,3061298,634010,278501,97212,154814,10853,57,138,557474,589533,27856,16804,108076,15176,4511,6164,16874,4781,6853,3195530,756821,434344,151949,244199,16955,239,604,643567,922892,44088,6848,66780,7161,1748,2869,7958,1864,3179,2978931,313472,115803,38767,68148,4528,1,3,399059,247362,11600,18005,176566,20749,5121,8066,22996,5448,8956,3110601,440762,238539,78584,138743,9116,10,34,478671,505295,23623,31868,313043,38023,9902,15658,42225,10514,17367,3255503,560010,390261,129074,229273,15036,77,253,565774,830142,39409,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/21,4240,27346,3809,1061,1539,4223,1127,1706,2933726,511832,156210,56396,88145,6248,16,38,492721,334819,15697,9591,61468,8716,2461,3361,9668,2612,3740,3066279,637305,278649,97269,154896,10859,57,138,557806,589854,27869,16435,105642,14815,4424,6031,16475,4688,6707,3200820,760473,434595,152051,244346,16965,239,604,644174,923452,44111,6802,66319,7122,1735,2854,7914,1850,3162,2983916,315039,115917,38804,68214,4533,1,3,399286,247606,11611,17780,174158,20504,5086,7990,22727,5410,8871,3116014,442637,238869,78695,138928,9129,10,34,479333,505994,23654,31355,307937,37277,9751,15417,41405,10352,17100,3261287,562262,390865,129288,229633,15061,77,254,566925,831457,39466,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/21,4157,26810,3740,1042,1512,4146,1107,1675,2938326,514846,156273,56420,88182,6251,16,38,492856,334958,15703,9339,59858,8531,2409,3293,9465,2558,3665,3071259,640603,278795,97325,154976,10865,57,138,558132,590168,27882,16064,103253,14469,4335,5899,16090,4594,6560,3206110,764127,434841,152151,244489,16976,239,604,644759,923998,44134,6756,65857,7080,1721,2838,7867,1836,3145,2988896,316608,116031,38842,68279,4538,1,3,399511,247848,11622,17581,172179,20245,5050,7914,22445,5371,8786,3121424,444516,239194,78805,139112,9142,10,34,479990,506685,23684,30770,301574,36574,9598,15170,40627,10188,16828,3267070,564520,391459,129499,229988,15085,77,254,568093,832751,39522,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/21,4076,26284,3671,1024,1484,4069,1087,1644,2942925,517862,156336,56444,88218,6253,16,38,492991,335094,15708,9117,58696,8354,2360,3228,9271,2506,3592,3076238,643902,278937,97379,155055,10871,57,138,558452,590476,27894,15701,100909,14129,4245,5777,15713,4497,6423,3211400,767784,435080,152249,244629,16986,239,604,645242,924533,44156,6709,65396,7037,1709,2823,7819,1823,3128,2993871,318178,116144,38880,68345,4542,1,3,399735,248089,11632,17382,170196,19990,5013,7836,22167,5330,8699,3126832,446398,239516,78915,139294,9155,10,34,480642,507369,23714,30045,294387,35932,9457,14922,39914,10037,16554,3272853,566784,392043,129707,230337,15109,77,254,569248,834025,39578,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/21,3996,25768,3602,1006,1455,3992,1068,1612,2947523,520878,156397,56467,88254,6256,16,38,493123,335228,15713,8940,57555,8180,2313,3167,9079,2456,3524,3081215,647204,279076,97433,155132,10876,57,138,558767,590777,27906,15344,98121,13795,4156,5668,15343,4402,6300,3216689,771442,435313,152345,244767,16996,239,604,645643,925056,44177,6662,64934,6995,1697,2808,7772,1811,3111,2998841,319750,116256,38917,68410,4547,1,3,399962,248328,11643,17182,168210,19743,4974,7753,21894,5288,8607,3132236,448284,239834,79024,139474,9167,10,34,481288,508045,23743,29328,287286,35236,9324,14672,39148,9894,16278,3278635,569055,392616,129912,230680,15133,77,254,570382,835277,39632,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/21,3917,25261,3533,988,1425,3916,1049,1579,2952119,523896,156457,56490,88288,6258,16,38,493252,335360,15718,8766,56432,8007,2267,3108,8887,2407,3458,3086191,650508,279212,97485,155207,10882,57,138,559080,591073,27917,14926,95943,13477,4070,5560,14989,4311,6177,3221979,775103,435541,152439,244902,17005,239,605,645993,925567,44198,6616,64471,6952,1686,2793,7724,1799,3094,3003807,321323,116368,38954,68474,4551,1,3,400192,248566,11653,16982,166222,19493,4934,7674,21618,5244,8518,3137637,450173,240148,79132,139652,9180,10,34,481929,508715,23772,28620,280275,34542,9192,14423,38384,9751,16004,3284416,571333,393176,130115,231018,15156,77,254,571496,836507,39685,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/21,3840,24765,3466,971,1396,3841,1030,1547,2956715,526914,156515,56512,88323,6260,16,38,493380,335488,15723,8595,55330,7830,2225,3049,8693,2363,3392,3091167,653813,279346,97537,155282,10888,57,138,559396,591362,27929,14594,93806,13208,3989,5454,14686,4225,6057,3227268,778766,435764,152532,245035,17015,239,605,646331,926069,44219,6569,64008,6909,1675,2778,7676,1787,3076,3008768,322897,116479,38991,68539,4556,1,3,400420,248802,11664,16780,164390,19242,4893,7596,21340,5199,8432,3143036,452065,240458,79239,139829,9192,10,34,482564,509377,23801,27920,273357,33870,9060,14179,37643,9610,15734,3290197,573616,393726,130315,231350,15178,78,254,572589,837715,39738,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/21,3765,24278,3400,954,1367,3768,1012,1515,2961309,529933,156573,56534,88356,6263,16,38,493506,335614,15728,8427,54246,7658,2185,2990,8503,2320,3327,3096140,657121,279476,97588,155354,10893,57,138,559712,591646,27940,14268,91707,12949,3913,5348,14393,4143,5937,3232557,782431,435983,152623,245165,17024,239,605,646665,926561,44239,6522,63545,6865,1666,2762,7627,1777,3059,3013725,324473,116589,39027,68603,4560,1,3,400646,249037,11674,16549,162108,18992,4851,7518,21064,5153,8346,3148431,453961,240765,79345,140003,9205,10,34,483190,510033,23829,27231,266537,33211,8925,13939,36914,9464,15467,3295977,575906,394264,130512,231677,15201,78,254,573663,838900,39789,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
